,index,post_class,prob
3457,507,166,0.1111111111111111
3460,753,166,0.1111111111111111
3465,319,166,0.25
3471,528,166,0.125
3474,144,166,0.3333333333333333
3483,59,166,0.125
3485,12,166,0.125
3489,995,166,0.16666666666666666
3491,145,166,0.1111111111111111
3500,844,166,0.125
3505,915,166,0.14285714285714285
3506,486,166,0.16666666666666666
3513,932,166,0.125
3516,192,166,0.125
3519,191,166,0.1111111111111111
3524,842,166,0.2
3533,481,166,0.125
3539,510,166,0.125
3540,187,166,0.1111111111111111
3545,766,166,0.25
3548,173,166,0.125
3550,165,166,0.14285714285714285
3564,496,166,0.16666666666666666
3565,493,166,0.14285714285714285
3566,566,166,0.125
3589,578,595,0.10483870967741936
3721,433,595,0.13333333333333333
3776,327,595,0.125
3812,141,595,0.1111111111111111
3834,605,595,0.1111111111111111
3862,476,595,0.12121212121212122
3871,78,595,0.10526315789473684
3879,886,595,0.125
3925,704,595,0.17647058823529413
3947,460,595,0.11764705882352941
3962,1074,595,0.13636363636363635
3976,75,595,0.11764705882352941
3981,336,595,0.14285714285714285
3989,248,595,0.13636363636363635
4039,574,595,0.14285714285714285
4045,325,595,0.11764705882352941
4098,857,595,0.14285714285714285
4116,471,595,0.11764705882352941
4123,1034,595,0.1111111111111111
4134,728,595,0.125
4136,635,595,0.14285714285714285
4152,508,595,0.125
4172,663,595,0.3333333333333333
4179,277,595,0.25
4186,20,595,0.125
4200,136,595,0.125
4235,357,595,0.125
4249,410,595,0.13333333333333333
4257,896,595,0.125
4266,367,595,0.14285714285714285
4275,68,595,0.2
4284,1047,595,0.1111111111111111
4286,925,595,0.25
4292,8,595,0.14285714285714285
4296,831,595,0.125
4302,561,595,0.14285714285714285
4306,13,595,0.1111111111111111
4317,787,595,0.125
4318,685,595,0.125
4321,768,595,0.25
4330,109,595,0.25
4340,1104,595,0.125
4353,3,595,0.125
4354,1085,595,0.125
4357,706,595,0.14285714285714285
4358,705,595,0.125
4369,6,595,0.14285714285714285
4372,532,595,0.25
4383,331,595,0.16666666666666666
4384,345,595,0.14285714285714285
4391,816,595,0.1111111111111111
4405,363,595,0.125
4406,58,595,0.1111111111111111
4410,939,595,0.125
4412,25,595,0.125
4413,44,595,0.125
4417,396,595,0.25
4419,965,595,0.1111111111111111
4425,624,595,0.25
4426,36,595,0.125
4441,967,595,0.3333333333333333
4449,795,595,0.2
4451,79,595,0.125
